year,country,continent,industry,enscore,enero91v,ccii,gwe,gwghg
2021,austria,europe,manufacturing,32.970001,1242.79,1.0634999,1.4104369,1.1948793
2022,austria,europe,manufacturing,32.970001,1242.79,-0.039380047,0.2691378,0.026846236
2011,austria,europe,transportation services,37.57,27.91,,-0.38898343,-0.10085542
2012,austria,europe,transportation services,43.900002,21.25,0.55477506,0.057161391,0.81228411
2013,austria,europe,transportation services,45.209999,22.1,-0.024646789,-0.16163778,0.1382172
2014,austria,europe,transportation services,42.189999,24.719999,0.5112657,0.93352932,0.13432918
2015,austria,europe,transportation services,40.380001,,0.048431709,0.81755137,
2016,austria,europe,transportation services,51.509998,31.620001,0.67259187,-0.43520522,
2017,austria,europe,transportation services,60.200001,29.66,-0.10890774,-1.0985876,0.31881917
2018,austria,europe,transportation services,66.800003,31.780001,0.69218135,-0.3042565,0.86753827
2019,austria,europe,transportation services,68.059998,33.950001,0.746122,0.98945928,0.92350817
2020,austria,europe,transportation services,72.989998,32.52,0.60318083,0.3516376,0.40966877
2021,austria,europe,transportation services,80.150002,32.459999,1.298104,0.64071995,1.1915483
2022,austria,europe,transportation services,78.830002,38.209999,0.66097909,1.0850953,0.96322614
2012,austria,europe,manufacturing,,,-1.2671143,,
2014,austria,europe,manufacturing,,,-1.5871863,,
2016,austria,europe,manufacturing,,,-0.51679176,,
2017,austria,europe,manufacturing,,,,,
2017,austria,europe,manufacturing,56.110001,3.3099999,,,
2018,austria,europe,manufacturing,56.110001,3.3099999,,1.7973959,
2018,austria,europe,manufacturing,44.48,,,1.7973959,
2019,austria,europe,manufacturing,44.48,,,-0.77923441,
2019,austria,europe,manufacturing,54.389999,5.4699998,,-0.77923441,
2020,austria,europe,manufacturing,54.389999,5.4699998,,1.689149,0.023056507
2020,austria,europe,manufacturing,44.529999,3.1300001,,1.689149,0.023056507
2021,austria,europe,manufacturing,44.529999,3.1300001,1.4167299,0.82090348,1.3357848
2021,austria,europe,manufacturing,50.59,4.6599998,1.4167299,0.82090348,1.3357848
2022,austria,europe,manufacturing,50.59,4.6599998,0.52889991,0.83741778,0.59512621
2011,belgium,europe,materials,42.060001,,0.94282848,1.4148585,
2012,belgium,europe,materials,85.580002,1119.15,0.90707868,-3.1905987,
2013,belgium,europe,materials,87.07,1051.61,-0.26468578,-0.51700109,-0.56166971
2014,belgium,europe,materials,86.559998,1471.47,-1.0218457,-0.82713145,-0.91395801
2015,belgium,europe,materials,66.919998,2611.8401,-0.8578403,1.5152271,-0.80600929
2016,belgium,europe,materials,57.669998,2289.71,-0.078607216,1.2910758,-0.034712128
2017,belgium,europe,materials,60.41,1639.29,0.19849083,0.23319468,-0.13522851
2018,belgium,europe,materials,87.830002,3596.01,-0.15883623,-3.1549609,2.1936071
2019,belgium,europe,materials,88.839996,3550.9199,1.5060426,1.789909,1.3279213
2020,belgium,europe,materials,77.440002,3297.6201,0.96006852,2.8060274,0.80855119
2021,belgium,europe,materials,82.010002,2848.1699,1.1693527,0.84554935,1.1439393
2022,belgium,europe,materials,82.75,2033.24,0.50452757,0.61253172,0.27259341
2011,belgium,europe,materials,,,,,
2012,belgium,europe,materials,,,,,
2013,belgium,europe,materials,,,,,
2014,belgium,europe,materials,,,,,
2015,belgium,europe,materials,,,,,
2016,belgium,europe,materials,,,,,
2017,belgium,europe,materials,,,,,
2018,belgium,europe,materials,13.11,,,,
2019,belgium,europe,materials,37.119999,,,-2.5452254,
2020,belgium,europe,materials,42.630001,,-1.8183186,-2.1195328,
2021,belgium,europe,materials,43.720001,,-0.37718603,-0.20519316,
2022,belgium,europe,materials,54.139999,3228.4399,,-1.8106627,
2011,belgium,europe,retail,56.66,114.59,-0.52461869,-0.18572925,-1.073679
2012,belgium,europe,retail,60.389999,97.860001,-0.52348274,-0.68772298,-0.73806906
2013,belgium,europe,retail,59.060001,89.559998,-0.56140471,-0.34190807,-0.76775295
2014,belgium,europe,retail,40.490002,95.440002,-0.24465667,1.4052025,-0.3261562
2015,belgium,europe,retail,40.939999,87.879997,0.52449483,0.67090112,0.22574863
2016,belgium,europe,retail,,,0.33636761,,
2017,belgium,europe,retail,,,,,
2018,belgium,europe,retail,,,,,
2019,belgium,europe,retail,,,,,
2020,belgium,europe,retail,,,,,
2021,belgium,europe,retail,,,,,
2022,belgium,europe,retail,,,,,
2011,belgium,europe,services,91.709999,2.6600001,-0.54329294,,
2012,belgium,europe,services,84.360001,1.9299999,0.42655507,1.4013875,0.44620296
2013,belgium,europe,services,83.839996,,0.039177228,0.19168487,
2014,belgium,europe,services,82.949997,,0.29427385,0.48418954,
2015,belgium,europe,services,83.769997,11.62,0.77003556,0.99878424,
2016,belgium,europe,services,90.230003,10.09,1.3340415,0.84525388,1.3814592
2017,belgium,europe,services,93.980003,7.25,1.6038897,1.4597324,1.5841897
2018,belgium,europe,services,92.650002,7.7199998,1.0620859,1.4930606,1.0486767
2019,belgium,europe,services,93.32,8.8800001,1.0753251,1.3600113,0.98658186
2020,belgium,europe,services,91.690002,7.0599999,1.610786,2.1218591,1.5609469
2021,belgium,europe,services,92.019997,6.3000002,1.0646338,1.2686342,0.9574337
2022,belgium,europe,services,90.300003,3817.78,1.0324446,1.553442,1.6412243
2011,belgium,europe,services,70.949997,,-1.2939789,-1.1688237,
2012,belgium,europe,services,71.230003,490.89999,,0.12470809,
2013,belgium,europe,services,73.959999,,-0.96530211,-1.296453,
2014,belgium,europe,services,73.150002,,-0.82012266,-0.63735515,
2015,belgium,europe,services,73.610001,,-0.076841787,0.1872316,
2016,belgium,europe,services,73.519997,,-0.1843787,0.11124108,
2017,belgium,europe,services,76.410004,,0.50331151,0.44171312,
2018,belgium,europe,services,89.68,161.34,,-1.0619808,
2019,belgium,europe,services,90,153.52,,0.32132491,-0.11133967
2020,belgium,europe,services,93.849998,125.08,0.48291457,0.30704519,0.4254919
2021,belgium,europe,services,92.82,129.14,1.4141507,1.795023,1.3095387
2022,belgium,europe,services,91.910004,139.17999,0.92781019,1.2798328,0.88190424
2011,belgium,europe,manufacturing,,,,,
2012,belgium,europe,manufacturing,,,,,
2013,belgium,europe,manufacturing,,,,,
2014,belgium,europe,manufacturing,,,,,
2015,belgium,europe,manufacturing,,,,,
2016,belgium,europe,manufacturing,,,,,
2017,belgium,europe,manufacturing,20.83,,,,
2018,belgium,europe,manufacturing,41.27,,,-2.1624391,
2019,belgium,europe,manufacturing,45.119999,,,-0.059573259,
2020,belgium,europe,manufacturing,47.16,,,0.092008583,
2021,belgium,europe,manufacturing,59.369999,1505.9,1.2401149,-0.21467377,
2022,belgium,europe,manufacturing,60.599998,1243.6801,0.62361324,0.71537447,0.62574339
2011,belgium,europe,services,72.279999,56.299999,-0.28498346,-0.15022716,0.086473711
2012,belgium,europe,services,71.760002,140.34,-0.098519154,0.11532386,0.21630752
2013,belgium,europe,services,74.389999,52.669998,0.53328776,0.21701865,-0.94931769
2014,belgium,europe,services,80.459999,,0.88481909,0.45283803,
2015,belgium,europe,services,81.169998,73.75,1.1719886,1.4115309,
2016,belgium,europe,services,81.669998,131.98,1.1241152,1.3490785,1.2091566
2017,belgium,europe,services,86.300003,108.32,1.2284337,0.99979758,1.1496447
2018,belgium,europe,services,84.209999,108.16,0.70820135,1.2168915,0.69070727
2019,belgium,europe,services,84.379997,98.949997,0.74126947,1.0782967,0.62643212
2020,belgium,europe,services,94.540001,83.18,0.70848882,-0.25836721,0.65467566
2021,belgium,europe,services,89.650002,977.33002,0.88987535,1.7727512,1.2631894
2022,belgium,europe,services,,294.35999,1.3463479,,1.1810915
2011,belgium,europe,"biotech, health care & pharma",55.220001,,,-0.24151005,
2012,belgium,europe,"biotech, health care & pharma",48.490002,,-0.48933995,0.38397226,
2013,belgium,europe,"biotech, health care & pharma",48.919998,,-0.81183416,-0.6774807,
2014,belgium,europe,"biotech, health care & pharma",46.919998,,-0.82438612,-0.35267761,
2015,belgium,europe,"biotech, health care & pharma",58.919998,26.709999,-0.85384166,-1.6849464,
2016,belgium,europe,"biotech, health care & pharma",61.529999,21.559999,-0.52325964,-0.54236984,-0.6700514
2017,belgium,europe,"biotech, health care & pharma",73.18,16,0.13745308,-0.61930102,0.1784915
2018,belgium,europe,"biotech, health care & pharma",73.43,,-0.32913545,-0.072279349,
2019,belgium,europe,"biotech, health care & pharma",73.18,,0.24493538,0.87518305,
2020,belgium,europe,"biotech, health care & pharma",78.379997,12.89,0.1873357,0.1307746,
2021,belgium,europe,"biotech, health care & pharma",76.919998,12.26,0.55952615,1.0951518,0.3045873
2022,belgium,europe,"biotech, health care & pharma",74.400002,139.25999,0.63151544,1.3416674,2.0674634
2011,belgium,europe,services,4.8299999,,,1.8471904,
2012,belgium,europe,services,5.98,,,0.027773874,
2013,belgium,europe,services,5.2199998,,,0.18822397,
2014,belgium,europe,services,14,,,-0.67412764,
2015,belgium,europe,services,21.09,,-1.8886504,-2.2751405,
2016,belgium,europe,services,41.349998,,,-2.141432,
2017,belgium,europe,services,51.029999,,,-0.71342993,
2018,belgium,europe,services,49.150002,,,0.48721617,
2019,belgium,europe,services,55.650002,,,-0.3256084,
2020,belgium,europe,services,53.18,855.63,,0.61637092,
2021,belgium,europe,services,48.900002,891.17999,,0.80354375,-0.087703757
2022,belgium,europe,services,54.07,952.71002,,-0.91633087,-0.037038308
2011,belgium,europe,"biotech, health care & pharma",,,,,
2012,belgium,europe,"biotech, health care & pharma",,,,,
2013,belgium,europe,"biotech, health care & pharma",,,,,
2014,belgium,europe,"biotech, health care & pharma",,,,,
2015,belgium,europe,"biotech, health care & pharma",,,,,
2016,belgium,europe,"biotech, health care & pharma",,,,,
2017,belgium,europe,"biotech, health care & pharma",23.92,341.14999,-0.08443547,,
2018,belgium,europe,"biotech, health care & pharma",40.380001,353.35001,-0.14416677,-1.2583251,0.068703219
2019,belgium,europe,"biotech, health care & pharma",49.860001,354.17999,0.053454954,-0.594226,-0.031144094
2020,belgium,europe,"biotech, health care & pharma",50.889999,299.35999,-0.99344689,-0.61220002,-1.5566274
2021,belgium,europe,"biotech, health care & pharma",49.84,,0.15788968,0.63607347,
2022,belgium,europe,"biotech, health care & pharma",54.060001,,0.16109079,-0.24659786,
2017,belgium,europe,manufacturing,,,,,
2018,belgium,europe,manufacturing,,,,,
2019,belgium,europe,manufacturing,,,,,
2020,belgium,europe,manufacturing,,,,,
2021,belgium,europe,manufacturing,,,-0.08449772,,
2022,belgium,europe,manufacturing,,,1.0024666,,
2011,belgium,europe,services,81.800003,,1.1960057,,
2012,belgium,europe,services,78.720001,,,0.49907476,
2013,belgium,europe,services,19.73,,,8.8538971,
2014,belgium,europe,services,19.959999,,,0.08984036,
2015,belgium,europe,services,21.700001,,,0.13847439,
2016,belgium,europe,services,25.18,,,-0.13191217,
2017,belgium,europe,services,33.650002,,,-0.59727144,
2018,belgium,europe,services,30.9,,,0.57617998,
2019,belgium,europe,services,33.970001,6.4200001,,0.033450052,
2020,belgium,europe,services,70.309998,1.03,,-4.2486362,-0.050856031
2021,belgium,europe,services,70.540001,3.8800001,,0.21700566,-0.10526174
2022,belgium,europe,services,,,,,
2011,belgium,europe,services,3.27,,,,
2012,belgium,europe,services,3.22,,,0.16147625,
2013,belgium,europe,services,9.0299997,,,-0.78951043,
2014,belgium,europe,services,5.0799999,,,0.46333584,
2015,belgium,europe,services,9.0299997,,,-0.078380153,
2016,belgium,europe,services,10.16,,,0.14951642,
2017,belgium,europe,services,12.93,,,-0.050078508,
2018,belgium,europe,services,17.66,,,-0.18870412,
2019,belgium,europe,services,52.66,0.14,,-3.3090389,
2020,belgium,europe,services,64.589996,1281.98,,-1.1887335,0.31585881
2021,belgium,europe,services,68.080002,495.07999,0.19084142,-0.016125007,-0.33846974
2022,belgium,europe,services,59.959999,544.31,0.61390686,2.4700134,0.57475024
2011,belgium,europe,services,79.110001,18.879999,0.32635638,,
2012,belgium,europe,services,81.529999,19.74,0.80035979,0.68663198,0.82554424
2013,belgium,europe,services,84.099998,17.84,0.4539018,0.14656179,0.41159731
2014,belgium,europe,services,81.82,90.559998,0.38845548,0.70257181,1.3074076
2015,belgium,europe,services,81.900002,102.4,0.86171442,1.163075,0.96810764
2016,belgium,europe,services,74.870003,143.55,1.3340415,2.4607737,1.4083296
2017,belgium,europe,services,75.440002,127.43,1.2056974,1.3668162,1.1483076
2018,belgium,europe,services,68.860001,137.92999,1.4159704,2.3837955,1.4675967
2019,belgium,europe,services,67.349998,133.07001,1.0753251,1.5882176,0.97143364
2020,belgium,europe,services,69.32,93.879997,1.1596375,1.2194345,1.0991522
2021,belgium,europe,services,73.309998,93.459999,0.71511686,0.44312403,0.60809934
2022,belgium,europe,services,71.400002,96.669998,0.61390686,1.1745403,0.56682467
2011,belgium,europe,transportation services,40.189999,,,0.19088319,
2012,belgium,europe,transportation services,37.580002,,,0.66165853,
2013,belgium,europe,transportation services,41.290001,,,-0.46386266,
2014,belgium,europe,transportation services,32.75,,,0.87090808,
2015,belgium,europe,transportation services,33.040001,,,0.49390522,
2016,belgium,europe,transportation services,49.400002,,,-1.7372302,
2017,belgium,europe,transportation services,53.25,7628.9502,,-0.32184431,
2018,belgium,europe,transportation services,52.439999,5880.3599,,0.29740918,-2.9540229
2019,belgium,europe,transportation services,44.18,4103.02,,1.3305928,-6.2970052
2020,belgium,europe,transportation services,59.060001,3074.8201,-0.57952666,-2.1464472,-4.2546515
2021,belgium,europe,transportation services,51.369999,7616.7402,0.43722042,1.6646198,7.1385975
2022,belgium,europe,transportation services,39.830002,3287.1201,-0.22336534,1.4599048,-6.0872493
2011,belgium,europe,infrastructure,31.639999,48.450001,,-0.29113671,-0.96769482
2012,belgium,europe,infrastructure,26.09,,,0.83544052,
2013,belgium,europe,infrastructure,27.530001,,,-0.14136748,
2014,belgium,europe,infrastructure,32.68,,,-0.44336402,
2015,belgium,europe,infrastructure,25.26,,,0.85030121,
2016,belgium,europe,infrastructure,22.190001,,,0.60127741,
2017,belgium,europe,infrastructure,20.76,,,0.41237503,
2018,belgium,europe,infrastructure,42.77,,,-1.8699753,
2019,belgium,europe,infrastructure,48.509998,419.41,0.7967853,0.38669622,
2020,belgium,europe,infrastructure,49.259998,,0.02302824,0.20417152,
2021,belgium,europe,infrastructure,50.220001,,0.33365583,0.40283617,
2022,belgium,europe,infrastructure,50.509998,806.13,0.18131885,0.45056558,
2011,belgium,europe,services,83.419998,15.81,2.2830675,1.3325505,2.6552472
2012,belgium,europe,services,83.82,13.45,2.1086762,2.2200141,2.1226482
2013,belgium,europe,services,83.199997,12.04,1.2833509,1.4507405,1.2492748
2014,belgium,europe,services,79.959999,24.610001,0.76518202,1.1650772,0.85150141
2015,belgium,europe,services,75.379997,28.809999,,0.75861949,0.032892525
2016,belgium,europe,services,77.75,18.709999,0.6013658,0.60238373,0.64338803
2017,belgium,europe,services,76.480003,15.54,,0.33775648,-0.020636514
2018,belgium,europe,services,78.150002,15.47,,0.124203,-0.016910497
2019,belgium,europe,services,80.669998,14.82,,0.091025025,-0.093297757
2020,belgium,europe,services,81.029999,13.55,,0.26161775,-0.049682297
2021,belgium,europe,services,79.540001,12.55,,0.44069645,-0.10732896
2022,belgium,europe,services,77.330002,13.53,,0.62321669,-0.047466252
2011,belgium,europe,infrastructure,,,,,
2012,belgium,europe,infrastructure,,,,,
2013,belgium,europe,infrastructure,,,,,
2014,belgium,europe,infrastructure,,,,,
2015,belgium,europe,infrastructure,,,,,
2016,belgium,europe,infrastructure,,,,,
2017,belgium,europe,infrastructure,,,-0.22181077,,
2018,belgium,europe,infrastructure,,,,,
2019,belgium,europe,infrastructure,,,,,
2020,belgium,europe,infrastructure,,,,,
2021,belgium,europe,infrastructure,,,,,
2022,belgium,europe,infrastructure,,,,,
2011,belgium,europe,services,,,,,
2012,belgium,europe,services,,,,,
2013,belgium,europe,services,,,,,
2014,belgium,europe,services,,,,,
2015,belgium,europe,services,,,,,
2016,belgium,europe,services,,,,,
2017,belgium,europe,services,,,,,
2017,belgium,europe,services,82.989998,,,,
2018,belgium,europe,services,82.989998,,,-0.10383062,
2018,belgium,europe,services,86.889999,185.59,,-0.10383062,
2019,belgium,europe,services,86.889999,185.59,,0.72539651,-0.21863498
2019,belgium,europe,services,83.349998,135.13,,0.72539651,-0.21863498
2020,belgium,europe,services,83.349998,135.13,0.031765997,1.6058451,-0.005731691
2020,belgium,europe,services,73.239998,176.63,0.031765997,1.6058451,-0.005731691
2021,belgium,europe,services,73.239998,176.63,0.54035836,0.78727615,0.43356636
2022,belgium,europe,services,75.040001,165.88,-0.22316866,-0.43648121,-0.27265507
2017,belgium,europe,infrastructure,,,,,
2020,belgium,europe,infrastructure,,,-0.80087101,,
2021,belgium,europe,infrastructure,70.739998,7311.5601,,,
2022,belgium,europe,infrastructure,87.949997,6919.6699,0.52747303,-1.7605137,0.58612829
2017,belgium,europe,manufacturing,1.76,,,,
2018,belgium,europe,manufacturing,42.27,,,-4.6405773,
2019,belgium,europe,manufacturing,43.709999,,,0.22662862,
2020,belgium,europe,manufacturing,65.709999,,-2.8046401,-5.3915329,
2021,belgium,europe,manufacturing,66.849998,,-1.5857254,-1.494382,
2022,belgium,europe,manufacturing,68.220001,,-2.9754932,-2.9084036,
2011,belgium,europe,retail,44.68,,,0.25597164,
2012,belgium,europe,retail,44.68,,,0.61939245,
2012,belgium,europe,retail,40.490002,,,0.61939245,
2013,belgium,europe,retail,40.490002,,,-2.1548312,
2013,belgium,europe,retail,56.790001,,,-2.1548312,
2014,belgium,europe,retail,56.790001,,,-1.2091253,
2014,belgium,europe,retail,70.25,,,-1.2091253,
2015,belgium,europe,retail,70.25,,,0.66971606,
2015,belgium,europe,retail,64.419998,,,0.66971606,
2016,belgium,europe,retail,64.419998,,,0.71677095,
2016,belgium,europe,retail,59.419998,,,0.71677095,
2017,belgium,europe,retail,59.419998,,,-2.3918831,
2017,belgium,europe,retail,88.230003,,,-2.3918831,
2018,belgium,europe,retail,88.230003,,,1.0570939,
2018,belgium,europe,retail,82.489998,,,1.0570939,
2019,belgium,europe,retail,82.489998,,,0.47966063,
2019,belgium,europe,retail,81.709999,,,0.47966063,
2020,belgium,europe,retail,81.709999,,,-0.46937281,
2020,belgium,europe,retail,88.68,,,-0.46937281,
2021,belgium,europe,retail,88.68,,-0.51310343,-0.87458616,
2021,belgium,europe,retail,92.919998,815.66998,-0.51310343,-0.87458616,
2022,belgium,europe,retail,92.919998,815.66998,-0.57772487,-0.41952506,-0.63785762
2011,belgium,europe,manufacturing,24.57,,,1.9436424,
2012,belgium,europe,manufacturing,22.639999,,,0.28662682,
2013,belgium,europe,manufacturing,25.49,,,-0.42253086,
2014,belgium,europe,manufacturing,15.08,,,1.0728656,
2015,belgium,europe,manufacturing,36.189999,,,-2.1468112,
2016,belgium,europe,manufacturing,36.52,,,0.23445292,
2017,belgium,europe,manufacturing,63.349998,,,-2.7208068,
2018,belgium,europe,manufacturing,63.369999,,,0.35891518,
2019,belgium,europe,manufacturing,64.120003,1538.8,,0.30857024,
2020,belgium,europe,manufacturing,67.019997,1526.97,,-0.023415014,0.020913508
2021,belgium,europe,manufacturing,68.07,1471.16,0.88688487,0.99079835,0.7850548
2022,belgium,europe,manufacturing,70.489998,1213.3101,0.71832657,0.60038018,0.72152495
2011,belgium,europe,services,48.619999,,,0.21156551,
2012,belgium,europe,services,47.049999,,,0.3308326,
2013,belgium,europe,services,48.130001,,,-0.085601181,
2014,belgium,europe,services,27.700001,,,1.9358729,
2015,belgium,europe,services,27.02,,,0.37593499,
2016,belgium,europe,services,26.809999,,,0.30999058,
2017,belgium,europe,services,52.470001,,,-2.2474902,
2018,belgium,europe,services,55.119999,,,0.023990916,
2019,belgium,europe,services,87.379997,1.92,,-3.0222108,
2020,belgium,europe,services,89.620003,1.17,,0.025951341,-0.049534157
2021,belgium,europe,services,88.839996,1.17,0.10346219,0.45182115,-0.003329831
2022,belgium,europe,services,92.779999,2.77,0.40463799,-0.25510165,0.35727853
2013,belgium,europe,transportation services,,,-0.45596561,,
2014,belgium,europe,transportation services,33.950001,68.5,0.5112657,,
2015,belgium,europe,transportation services,46.98,64.330002,0.048431709,-1.1272973,-0.53437525
2016,belgium,europe,transportation services,48.77,67.900002,-0.047689889,-0.031413212,-0.37405303
2017,belgium,europe,transportation services,55.09,83.290001,-0.10890774,-0.77156895,0.3949317
2018,belgium,europe,transportation services,52.330002,71.290001,0.33480999,0.97270525,0.48492759
2019,belgium,europe,transportation services,57.790001,104.29,0.10235354,-0.13398071,0.39190847
2020,belgium,europe,transportation services,57.240002,90.459999,-0.34298518,0.12992059,-0.57854366
2021,belgium,europe,transportation services,59.610001,98.029999,,-0.049430385,-0.095119111
2022,belgium,europe,transportation services,62.41,91,,-0.083487868,0.28407028
2015,belgium,europe,manufacturing,40.540001,,,,
2016,belgium,europe,manufacturing,43.220001,,,-0.009954592,
2017,belgium,europe,manufacturing,53.860001,,-0.50036043,-1.4088156,
2018,belgium,europe,manufacturing,42.91,,0.45741484,2.1708479,
2019,belgium,europe,manufacturing,52.009998,,1.0034276,0.32038561,
2020,belgium,europe,manufacturing,58.369999,1060.52,0.091616713,-0.39617696,
2021,belgium,europe,manufacturing,60.68,1368.6899,0.88688487,0.81481588,0.91762739
2022,belgium,europe,manufacturing,58.73,1541.34,0.71832657,1.370483,0.82675487
2011,belgium,europe,"food, beverage & agriculture",58.830002,112.1,0.77657592,0.50055563,1.1474963
2012,belgium,europe,"food, beverage & agriculture",54.18,135.92999,0.38243702,0.82630265,0.32878122
2013,belgium,europe,"food, beverage & agriculture",57.82,,0.19164248,-0.10680254,
2014,belgium,europe,"food, beverage & agriculture",54.259998,,-0.17778368,0.20303576,
2015,belgium,europe,"food, beverage & agriculture",64.849998,,0.22248784,-0.61135232,
2016,belgium,europe,"food, beverage & agriculture",60.43,,0.20579883,0.79829794,
2017,belgium,europe,"food, beverage & agriculture",52.34,573.13,-0.39391929,0.97388464,
2018,belgium,europe,"food, beverage & agriculture",54.650002,581.63,0.37209934,0.53497142,0.058254659
2019,belgium,europe,"food, beverage & agriculture",56.869999,561.07001,0.81333625,0.94395977,0.5971067
2020,belgium,europe,"food, beverage & agriculture",66.5,567.17999,1.5113635,0.75269419,1.4923917
2021,belgium,europe,"food, beverage & agriculture",88.639999,530.90002,1.7516851,-1.1797837,1.6097349
2022,belgium,europe,"food, beverage & agriculture",82.160004,480.57001,1.1341528,2.2181203,1.2440172
2011,belgium,europe,materials,40.029999,,,0.32673594,
2012,belgium,europe,materials,58.48,,,-1.6215445,
2013,belgium,europe,materials,58.669998,,,-0.044407066,
2014,belgium,europe,materials,69.25,,,-1.0403377,
2015,belgium,europe,materials,70.919998,,,-0.026413638,
2016,belgium,europe,materials,64.050003,,,1.0489622,
2017,belgium,europe,materials,72.480003,,,-0.63507998,
2018,belgium,europe,materials,51.369999,,-0.91957819,1.9373277,
2019,belgium,europe,materials,43.52,,-0.73334616,0.64033556,
2020,belgium,europe,materials,45.259998,,-1.8183186,-1.6408312,
2021,belgium,europe,materials,32.650002,,,2.1238339,
2022,belgium,europe,materials,26.219999,,,1.5291655,
2011,belgium,europe,infrastructure,93.129997,,,-0.5858463,
2012,belgium,europe,infrastructure,90.099998,,,0.6087513,
2013,belgium,europe,infrastructure,89.93,,,0.0572576,
2014,belgium,europe,infrastructure,75.889999,,,1.3407627,
2015,belgium,europe,infrastructure,84.809998,,,-0.67296129,
2016,belgium,europe,infrastructure,80.949997,,,0.7365846,
2017,belgium,europe,infrastructure,80.959999,,,0.28738445,
2018,belgium,europe,infrastructure,86.309998,,,-0.22818542,
2019,belgium,europe,infrastructure,94.089996,461.20999,,-0.68401974,
2020,belgium,europe,infrastructure,91.790001,,,0.51363611,
2021,belgium,europe,infrastructure,86.07,220.13,-0.22535221,0.57003438,
2022,belgium,europe,infrastructure,85.139999,,-0.16483532,0.28879821,
2011,belgium,europe,manufacturing,17.18,,,-0.17528136,
2012,belgium,europe,manufacturing,16.469999,,,0.16013625,
2013,belgium,europe,manufacturing,21.309999,,,-0.74492902,
2014,belgium,europe,manufacturing,25.790001,83,,-0.33704576,
2015,belgium,europe,manufacturing,45.799999,717.40997,,-2.0192916,0.94990647
2016,belgium,europe,manufacturing,60.07,739.14001,,-1.2153517,-0.078347027
2017,belgium,europe,manufacturing,55.549999,550.91998,,0.78859544,-0.18611953
2018,belgium,europe,manufacturing,62.540001,478.73001,0.63286161,0.13115782,0.51514864
2019,belgium,europe,manufacturing,68.300003,377.76999,0.83668184,0.55028474,0.67495972
2020,belgium,europe,manufacturing,70.82,294.88,-0.23018961,-0.20260349,-0.22532262
2021,belgium,europe,manufacturing,70.43,308.29001,1.2401149,1.5451512,1.1634969
2022,belgium,europe,manufacturing,65.769997,291.73999,0.62361324,1.7533392,0.68579412
2011,bermuda,north america,materials,48.27,1314.95,-0.38565531,-0.82596123,-0.39406416
2011,bermuda,north america,materials,51.689999,1647.83,-0.38565531,-0.82596123,-0.39406416
2012,bermuda,north america,materials,51.689999,1647.83,-0.28978068,-0.15719186,0.24149095
2012,bermuda,north america,materials,52.380001,2795.0701,-0.28978068,-0.15719186,0.24149095
2013,bermuda,north america,materials,52.380001,2795.0701,-1.7939814,-1.5713065,
2013,bermuda,north america,materials,50.900002,,-1.7939814,-1.5713065,
2014,bermuda,north america,materials,50.900002,,,-0.1917267,
2014,bermuda,north america,materials,53.860001,,,-0.1917267,
2015,bermuda,north america,materials,53.860001,,-1.6797576,,
2015,bermuda,north america,materials,,,-1.6797576,,
2016,bermuda,north america,materials,,,-1.3306828,,
2017,bermuda,north america,materials,,,,,
2018,bermuda,north america,materials,,,,,
2019,bermuda,north america,materials,,,,,
2020,bermuda,north america,materials,,,,,
2021,bermuda,north america,materials,,,,,
2022,bermuda,north america,materials,,,,,
2011,bermuda,north america,power generation,,,,,
2012,bermuda,north america,power generation,,,-0.55533618,,
2013,bermuda,north america,power generation,,,,,
2014,bermuda,north america,power generation,,,,,
2015,bermuda,north america,power generation,,,,,
2016,bermuda,north america,power generation,,,,,
2017,bermuda,north america,power generation,0,,,,
2018,bermuda,north america,power generation,4.27,,,-0.26967794,
2019,bermuda,north america,power generation,23.24,,,-1.8411053,
2020,bermuda,north america,power generation,58.07,,,-3.5091767,
2021,bermuda,north america,power generation,59.59,,,-0.052471831,
2022,bermuda,north america,power generation,57.41,,,0.51368213,
2011,bermuda,north america,services,,,,,
2012,bermuda,north america,services,,,,,
2013,bermuda,north america,services,,,,,
2014,bermuda,north america,services,,,,,
2015,bermuda,north america,services,,,,,
2016,bermuda,north america,services,,,,,
2017,bermuda,north america,services,,,,,
2018,bermuda,north america,services,52.23,2906.96,,,
2019,bermuda,north america,services,59.23,1815.45,,-0.3779493,-2.8382359
2020,bermuda,north america,services,59.509998,1622.45,,0.27164611,-0.10430364
2021,bermuda,north america,services,64.75,1995.66,-0.68295097,-1.1175097,-0.58935112
2022,bermuda,north america,services,60.290001,1823.15,-0.74634087,0.34625009,-0.82368565
2011,bermuda,north america,transportation services,,,,,
2012,bermuda,north america,transportation services,,,,,
2013,bermuda,north america,transportation services,,,,,
2014,bermuda,north america,transportation services,,,,,
2015,bermuda,north america,transportation services,,,,,
2016,bermuda,north america,transportation services,,,,,
2017,bermuda,north america,transportation services,,,,,
2018,bermuda,north america,transportation services,15.36,,,,
2019,bermuda,north america,transportation services,28.83,,0.42423776,-0.72689861,
2020,bermuda,north america,transportation services,29.690001,,,0.28650558,
2021,bermuda,north america,transportation services,31.77,,,-0.012623165,
2022,bermuda,north america,transportation services,29.280001,1677.46,,0.56826597,
2011,bermuda,north america,infrastructure,,,,,
2012,bermuda,north america,infrastructure,,,,,
2013,bermuda,north america,infrastructure,,,,,
2014,bermuda,north america,infrastructure,,,,,
2015,bermuda,north america,infrastructure,,,,,
