year,country,continent,industry,enscore,enero91v,ccii,gwe,gwghg
2015,uk,europe,manufacturing,54.32,214.96001,-0.1306994,-0.28008965,-0.17388956
2016,uk,europe,manufacturing,47.700001,254.33,0.19404872,1.1513239,0.14452717
2017,uk,europe,manufacturing,56.610001,231.57001,0.32912445,-0.38567001,0.22470497
2018,uk,europe,manufacturing,69.160004,253.89999,0.10652126,-1.0817021,0.054785863
2019,uk,europe,manufacturing,,,0.50319022,,
2011,uk,europe,services,71.400002,58.68,-0.76070529,,
2012,uk,europe,services,53.259998,66.139999,0.23965272,2.4166923,0.28781915
2013,uk,europe,services,53.060001,67.669998,0.86862642,0.97351229,0.88392049
2014,uk,europe,services,53.18,74.360001,0.38845548,0.48812467,0.39338034
2015,uk,europe,services,58.75,76.050003,,-0.23734139,0.008745044
2016,uk,europe,services,59.310001,74.449997,-0.13130984,0.086467989,-0.08393617
2017,uk,europe,services,72.419998,68.160004,-0.38707155,-1.4297773,-0.41656291
2018,uk,europe,services,68.379997,68.790001,0.53125906,1.2393509,0.51888746
2019,uk,europe,services,72.589996,66.150002,0.57424164,0.48835447,0.47593641
2020,uk,europe,services,70.949997,59.900002,0.25734028,0.76966697,0.20623924
2021,uk,europe,services,77.980003,62.099998,0.71511686,0.04776356,0.60950613
2022,uk,europe,services,76.300003,59.880001,0.40463799,0.91729099,0.35662064
2011,uk,europe,services,15.75,,-2.0651793,,
2012,uk,europe,services,13.46,,-0.88176137,-0.47070736,
2013,uk,europe,services,17.200001,14.08,-1.4123589,-1.893816,
2014,uk,europe,services,16.25,16.809999,,0.19527689,-0.049891844
2015,uk,europe,services,22.049999,22.6,-0.42178917,-0.6816991,-0.37360001
2016,uk,europe,services,20.16,19.92,-0.13130984,0.37987226,-0.084616117
2017,uk,europe,services,49.389999,23.790001,-0.18797544,-2.7781811,-0.18863179
2018,uk,europe,services,45.560001,18.440001,-0.35345227,0.3331655,-0.40459874
2019,uk,europe,services,,,0.073158182,,
2020,uk,europe,services,,,-0.41938257,,
2022,uk,europe,services,,,0.19536911,,
2019,uk,europe,services,,,-1.9311756,,
2020,uk,europe,services,,,-2.9006996,,
2020,uk,europe,infrastructure,24.34,428.38,,,
2021,uk,europe,infrastructure,,,-1.9023763,,
2011,uk,europe,services,16.85,,,,
2012,uk,europe,services,20.809999,,-1.255566,-1.5408785,
2013,uk,europe,services,19.190001,,-1.4123589,-1.0961514,
2014,uk,europe,services,38.23,147.75,1.3302718,-0.26061741,
2015,uk,europe,services,30.4,155.67999,,1.0775232,0.068777032
2016,uk,europe,services,27.66,,0.6013658,1.2143412,
2017,uk,europe,services,,,0.80750519,,
2011,uk,europe,infrastructure,41.259998,,,,
2012,uk,europe,infrastructure,41.259998,,,-0.45632815,
2012,uk,europe,infrastructure,50.07,64.540001,,-0.45632815,
2013,uk,europe,infrastructure,50.07,64.540001,-0.75121784,-1.170167,
2013,uk,europe,infrastructure,53.759998,,-0.75121784,-1.170167,
2014,uk,europe,infrastructure,53.759998,,-0.82012266,-1.1547098,
2014,uk,europe,infrastructure,57.740002,,-0.82012266,-1.1547098,
2015,uk,europe,infrastructure,57.740002,,-0.90939534,-0.80208087,
2015,uk,europe,infrastructure,58.290001,,-0.90939534,-0.80208087,
2016,uk,europe,infrastructure,58.290001,,-1.4928727,-3.8358114,
2016,uk,europe,infrastructure,72.410004,42.75,-1.4928727,-3.8358114,
2017,uk,europe,infrastructure,72.410004,42.75,-1.6720554,-1.8256098,-1.8522429
2017,uk,europe,infrastructure,77.5,14.82,-1.6720554,-1.8256098,-1.8522429
2018,uk,europe,infrastructure,77.5,14.82,-0.76056796,-0.9424364,-0.81421417
2018,uk,europe,infrastructure,82.379997,111.38,-0.76056796,-0.9424364,-0.81421417
2019,uk,europe,infrastructure,82.379997,111.38,0.26947755,0.079607271,0.27319893
2019,uk,europe,infrastructure,86.480003,89.489998,0.26947755,0.079607271,0.27319893
2020,uk,europe,infrastructure,86.480003,89.489998,-0.25160486,-0.010503832,-0.21478747
2020,uk,europe,infrastructure,86.68,88.050003,-0.25160486,-0.010503832,-0.21478747
2021,uk,europe,infrastructure,86.68,88.050003,0.51999182,0.73484826,0.46523601
2021,uk,europe,infrastructure,86.300003,47.240002,0.51999182,0.73484826,0.46523601
2022,uk,europe,infrastructure,86.300003,47.240002,-0.049450595,0.26362577,0.17227782
2011,uk,europe,services,54.240002,40.32,-0.26715744,-0.04907687,0.12695165
2012,uk,europe,services,60,36.509998,-0.37128258,-0.85714865,-0.36235958
2013,uk,europe,services,61.700001,,0.56143486,0.3835665,
2014,uk,europe,services,68.269997,,0.59908795,0.12243041,
2015,uk,europe,services,70.769997,,1.037213,1.101113,
2016,uk,europe,services,74.599998,,-0.32984498,-0.50367206,
2017,uk,europe,services,83.559998,,-0.51441127,-1.158722,
2018,uk,europe,services,70.010002,,0.88514358,2.5657017,
2019,uk,europe,services,67.480003,,0.90829724,1.5279652,
2020,uk,europe,services,66.709999,,0.25734028,0.66060859,
2021,uk,europe,services,67.629997,1266.29,1.2393923,1.3666615,
2022,uk,europe,services,58.790001,14957.9,-0.013899778,1.9924065,2.2964399
2011,uk,europe,hospitality,54.610001,73.849998,0.23168948,0.19172719,-2.9877818
2012,uk,europe,hospitality,54.610001,73.849998,0.29314703,1.3930715,
2012,uk,europe,hospitality,46.619999,,0.29314703,1.3930715,
2013,uk,europe,hospitality,46.619999,,-0.42333376,-0.8098616,
2013,uk,europe,hospitality,50.73,,-0.42333376,-0.8098616,
2014,uk,europe,hospitality,50.73,,-0.96338683,0.56980896,
2014,uk,europe,hospitality,41.950001,,-0.96338683,0.56980896,
2015,uk,europe,hospitality,41.950001,,-0.73967826,-0.84575725,
2015,uk,europe,hospitality,43.650002,,-0.73967826,-0.84575725,
2016,uk,europe,hospitality,43.650002,,,1.8213869,
2016,uk,europe,hospitality,29.280001,,,1.8213869,
2017,uk,europe,hospitality,29.280001,,-2.1077297,-2.8838511,
2017,uk,europe,hospitality,38.48,,-2.1077297,-2.8838511,
2018,uk,europe,hospitality,38.48,,,,
2011,uk,europe,services,7.2199998,,,-0.60418952,
2011,uk,europe,services,9.1400003,,,-0.60418952,
2012,uk,europe,services,9.1400003,,,-0.78223968,
2012,uk,europe,services,17.559999,4.5599999,,-0.78223968,
2013,uk,europe,services,17.559999,4.5599999,,0.13316131,-0.031725172
2013,uk,europe,services,17.17,3.29,,0.13316131,-0.031725172
2014,uk,europe,services,17.17,3.29,,0.048737992,-0.083806224
2014,uk,europe,services,17.860001,3.5699999,,0.048737992,-0.083806224
2015,uk,europe,services,17.860001,3.5699999,,-0.25304127,-0.006936388
2015,uk,europe,services,23.59,3.6300001,,-0.25304127,-0.006936388
2016,uk,europe,services,23.59,3.6300001,,0.22735837,0.048129164
2016,uk,europe,services,24.07,3.23,,0.22735837,0.048129164
2017,uk,europe,services,24.07,3.23,,-0.59919143,-0.011526238
2017,uk,europe,services,32.560001,3.27,,-0.59919143,-0.011526238
2018,uk,europe,services,32.560001,3.27,0.000432269,0.50196445,0.08370091
2018,uk,europe,services,30.540001,18.65,0.000432269,0.50196445,0.08370091
2019,uk,europe,services,30.540001,18.65,,0.57779527,-0.094178468
2019,uk,europe,services,28.41,17.65,,0.57779527,-0.094178468
2020,uk,europe,services,28.41,17.65,0.48291457,-3.4886882,0.43263686
2020,uk,europe,services,62.540001,14.29,0.48291457,-3.4886882,0.43263686
2021,uk,europe,services,62.540001,14.29,0.3655999,0.39012742,0.25940388
2021,uk,europe,services,64.25,15.4,0.3655999,0.39012742,0.25940388
2022,uk,europe,services,64.25,15.4,-0.22316866,-0.060981799,-0.27080369
2011,uk,europe,"biotech, health care & pharma",26.620001,,1.0186332,,
2012,uk,europe,"biotech, health care & pharma",34.689999,12.99,,-0.89063716,
2013,uk,europe,"biotech, health care & pharma",31.969999,,1.047218,1.6837777,
2014,uk,europe,"biotech, health care & pharma",32.32,,1.1636486,1.3739214,
2015,uk,europe,"biotech, health care & pharma",36.830002,,1.1406717,0.97494113,
2016,uk,europe,"biotech, health care & pharma",38.09,,1.0420316,1.1415753,
2017,uk,europe,"biotech, health care & pharma",35.52,,1.0250072,1.5853492,
2018,uk,europe,"biotech, health care & pharma",38.209999,62.169998,,0.050485022,
2019,uk,europe,"biotech, health care & pharma",39.349998,57.23,,0.44768643,-0.17122348
2020,uk,europe,"biotech, health care & pharma",44.59,62.16,0.65964872,0.59888804,0.6815511
2021,uk,europe,"biotech, health care & pharma",45.639999,339.85999,-0.44456497,-0.26059559,1.7958157
2022,uk,europe,"biotech, health care & pharma",45.889999,390.66,-0.074121527,0.1766212,0.40719932
2011,uk,europe,"food, beverage & agriculture",45.23,,,-0.84151196,
2011,uk,europe,"food, beverage & agriculture",55.759998,,,-0.84151196,
2012,uk,europe,"food, beverage & agriculture",55.759998,,,-0.22185244,
2012,uk,europe,"food, beverage & agriculture",58.150002,,,-0.22185244,
2013,uk,europe,"food, beverage & agriculture",58.150002,,,-0.98817909,
2013,uk,europe,"food, beverage & agriculture",66.190002,78.800003,,-0.98817909,
2014,uk,europe,"food, beverage & agriculture",66.190002,78.800003,0.22560854,-1.4017837,-0.12972592
2014,uk,europe,"food, beverage & agriculture",81.220001,76.419998,0.22560854,-1.4017837,-0.12972592
2015,uk,europe,"food, beverage & agriculture",81.220001,76.419998,0.22248784,2.4750905,0.19895712
2015,uk,europe,"food, beverage & agriculture",59.66,53.98,0.22248784,2.4750905,0.19895712
2016,uk,europe,"food, beverage & agriculture",59.66,53.98,0.20579883,-1.2411113,0.23645128
2016,uk,europe,"food, beverage & agriculture",77.440002,86.769997,0.20579883,-1.2411113,0.23645128
2017,uk,europe,"food, beverage & agriculture",77.440002,86.769997,0.48145691,0.27052602,0.44693172
2017,uk,europe,"food, beverage & agriculture",81.879997,91.400002,0.48145691,0.27052602,0.44693172
2018,uk,europe,"food, beverage & agriculture",81.879997,91.400002,1.0018866,1.2487737,0.65315723
2018,uk,europe,"food, beverage & agriculture",83.279999,89.580002,1.0018866,1.2487737,0.65315723
2019,uk,europe,"food, beverage & agriculture",83.279999,89.580002,0.81333625,0.90326202,0.63762891
2019,uk,europe,"food, beverage & agriculture",85.849998,90.739998,0.81333625,0.90326202,0.63762891
2020,uk,europe,"food, beverage & agriculture",85.849998,90.739998,0.99793929,1.7154727,0.85361052
2020,uk,europe,"food, beverage & agriculture",83.080002,70.470001,0.99793929,1.7154727,0.85361052
2021,uk,europe,"food, beverage & agriculture",83.080002,70.470001,1.4123856,2.7238853,1.3133963
2021,uk,europe,"food, beverage & agriculture",75.059998,74.5,1.4123856,2.7238853,1.3133963
2022,uk,europe,"food, beverage & agriculture",75.059998,74.5,0.34550351,0.42224833,0.60484749
2011,uk,europe,services,44.560001,17.389999,-1.1955299,-0.68804324,-0.81485391
2012,uk,europe,services,44.560001,17.389999,0.98726213,1.0506899,1.0184706
2012,uk,europe,services,45.389999,19.98,0.98726213,1.0506899,1.0184706
2013,uk,europe,services,45.389999,19.98,0.24653952,-0.37927106,0.24974295
2013,uk,europe,services,50.099998,20.790001,0.24653952,-0.37927106,0.24974295
2014,uk,europe,services,50.099998,20.790001,0.76518202,0.87557358,0.67749989
2015,uk,europe,services,78.949997,16.059999,0.67835677,-1.8433166,0.62533814
2016,uk,europe,services,81.029999,16.18,0.6013658,0.63711321,0.64982235
2017,uk,europe,services,81.260002,12.12,1.0066013,1.2003597,0.98343885
2018,uk,europe,services,86.029999,15.98,0.70820135,0.51540691,0.71677333
2019,uk,europe,services,83.910004,55.09,1.0753251,1.6520735,1.0820757
2020,uk,europe,services,77.779999,54.52,0.70848882,1.7836571,0.65900594
2021,uk,europe,services,74.260002,76.379997,0.88987535,1.594579,0.79482085
2022,uk,europe,services,79.040001,83.739998,0.19536911,-0.63960361,0.14900161
2011,uk,europe,manufacturing,71,31.09,,-0.21100761,0.17356637
2012,uk,europe,manufacturing,71,31.09,1.0229387,1.6662275,0.86105376
2012,uk,europe,manufacturing,65.629997,34.610001,1.0229387,1.6662275,0.86105376
2013,uk,europe,manufacturing,65.629997,34.610001,1.1387724,0.84422874,
2013,uk,europe,manufacturing,67.690002,,1.1387724,0.84422874,
2014,uk,europe,manufacturing,67.690002,,,0.50189412,
2014,uk,europe,manufacturing,63.310001,,,0.50189412,
2015,uk,europe,manufacturing,63.310001,,,0.76875097,
2015,uk,europe,manufacturing,59.27,,,0.76875097,
2016,uk,europe,manufacturing,59.27,,,1.2204032,
2016,uk,europe,manufacturing,50.119999,,,1.2204032,
2017,uk,europe,manufacturing,50.119999,,,0.083356686,
2017,uk,europe,manufacturing,51.900002,,,0.083356686,
2018,uk,europe,manufacturing,51.900002,,,0.73551315,
2018,uk,europe,manufacturing,48.869999,,,0.73551315,
2019,uk,europe,manufacturing,48.869999,,,-1.1070008,
2019,uk,europe,manufacturing,61.540001,,,-1.1070008,
2020,uk,europe,manufacturing,61.540001,,,0.22890633,
2020,uk,europe,manufacturing,62.560001,146.7,,0.22890633,
2021,uk,europe,manufacturing,62.560001,146.7,,-0.40587711,-0.072560526
2021,uk,europe,manufacturing,67.260002,171.25,,-0.40587711,-0.072560526
2022,uk,europe,manufacturing,67.260002,171.25,0.40463799,0.71315587,0.47086427
2011,uk,europe,materials,92.5,,1.2070739,-0.73090547,
2012,uk,europe,materials,93.639999,871.59003,1.9721909,2.0603337,
2013,uk,europe,materials,93.220001,,1.2088641,1.262014,
2014,uk,europe,materials,93.379997,,1.1057459,1.2258449,
2015,uk,europe,materials,86.690002,1050.36,1.157133,2.0720456,
2016,uk,europe,materials,83.540001,1156.26,1.0105622,1.5582296,1.2674931
2017,uk,europe,materials,86.150002,974.47998,0.93959081,0.98959726,0.96801043
2018,uk,europe,materials,85.160004,1088.9,1.5528332,1.9831376,1.6650035
2019,uk,europe,materials,85.870003,1066.5699,1.333782,1.6545495,1.1669436
2020,uk,europe,materials,81.349998,1637.37,1.423133,2.3954935,1.6105766
2021,uk,europe,materials,85.550003,2031.59,0.98740691,0.71631759,1.3867061
2022,uk,europe,materials,88.349998,1729.1899,1.538493,1.2381859,1.5371966
2012,uk,europe,services,58.330002,1.7,,,
2013,uk,europe,services,50,1.5700001,1.0759887,2.3907652,1.0634071
2014,uk,europe,services,41.669998,2.4400001,0.76518202,1.6198839,0.68954295
2015,uk,europe,services,76.580002,2.8,1.4117874,-1.7045187,1.4077371
2016,uk,europe,services,79.32,0.1,,-0.043292101,0.046681128
2017,uk,europe,services,75.339996,0.11,,0.59791315,-0.011611381
2018,uk,europe,services,68.639999,,,0.98009604,
2019,uk,europe,services,75.459999,0.029999999,,-0.35910657,
2020,uk,europe,services,78.57,0.039999999,,-0.083107047,-0.049317643
2021,uk,europe,services,77.800003,0.01,,0.34705845,-0.10680813
2022,uk,europe,services,63.349998,,,3.1766126,
2011,uk,europe,retail,63.009998,55.889999,-0.1397981,-0.74194437,0.25427166
2011,uk,europe,retail,65.860001,50.73,-0.1397981,-0.74194437,0.25427166
2012,uk,europe,retail,65.860001,50.73,,1.2189902,-0.072707653
2012,uk,europe,retail,55.610001,49.220001,,1.2189902,-0.072707653
2013,uk,europe,retail,55.610001,49.220001,,-0.26264143,-0.17171423
2013,uk,europe,retail,57.860001,50.380001,,-0.26264143,-0.17171423
2014,uk,europe,retail,57.860001,50.380001,,0.79475236,-0.13242169
2014,uk,europe,retail,48.869999,53.41,,0.79475236,-0.13242169
2015,uk,europe,retail,48.869999,53.41,,-0.76938593,-0.065088205
2015,uk,europe,retail,60.310001,66.510002,,-0.76938593,-0.065088205
2016,uk,europe,retail,60.310001,66.510002,,-1.5725201,-0.13874428
2016,uk,europe,retail,75.059998,58.740002,,-1.5725201,-0.13874428
2017,uk,europe,retail,75.059998,58.740002,0.45960706,1.6257632,0.47179979
2017,uk,europe,retail,64.440002,47.560001,0.45960706,1.6257632,0.47179979
2018,uk,europe,retail,64.440002,47.560001,,,
2012,uk,europe,fossil fuels,,,,,
2013,uk,europe,fossil fuels,,,,,
2014,uk,europe,fossil fuels,,,,,
2015,uk,europe,fossil fuels,,,-2.7296746,,
2011,uk,europe,services,51.369999,,,-0.6103617,
2011,uk,europe,services,53.470001,,,-0.6103617,
2012,uk,europe,services,53.470001,,-1.6293708,-1.6885034,
2012,uk,europe,services,55.400002,4.9899998,-1.6293708,-1.6885034,
2013,uk,europe,services,55.400002,4.9899998,,-0.18382108,-0.004521166
2013,uk,europe,services,57.139999,5.3400002,,-0.18382108,-0.004521166
2014,uk,europe,services,57.139999,5.3400002,-1.8719038,-1.9598758,-1.9671993
2014,uk,europe,services,59.360001,4.79,-1.8719038,-1.9598758,-1.9671993
2015,uk,europe,services,59.360001,4.79,,0.31509799,0.008937454
2015,uk,europe,services,59.299999,6.5,,0.31509799,0.008937454
2016,uk,europe,services,59.299999,6.5,,0.3483128,0.046555214
2016,uk,europe,services,58.77,3.5999999,,0.3483128,0.046555214
2017,uk,europe,services,58.77,3.5999999,,-1.713737,-0.01496033
2017,uk,europe,services,78.870003,2.4300001,,-1.713737,-0.01496033
2018,uk,europe,services,78.870003,2.4300001,,-0.19892985,-0.016002726
2018,uk,europe,services,83.699997,2.5,,-0.19892985,-0.016002726
2019,uk,europe,services,83.699997,2.5,,0.99861598,-0.09405265
2019,uk,europe,services,77.550003,1.55,,0.99861598,-0.09405265
2020,uk,europe,services,77.550003,1.55,,0.39700058,-0.049616773
2020,uk,europe,services,76.830002,0.50999999,,0.39700058,-0.049616773
2021,uk,europe,services,76.830002,0.50999999,,0.19489668,-0.10592218
2021,uk,europe,services,77.230003,2.1300001,,0.19489668,-0.10592218
2022,uk,europe,services,77.230003,2.1300001,,0.16218686,-0.04763503
2011,uk,europe,infrastructure,35.419998,3.6900001,-0.78948116,,
2012,uk,europe,infrastructure,35.060001,3.4000001,-0.47070262,-0.10213391,-0.55015498
2013,uk,europe,infrastructure,33.990002,,-0.32304931,-0.15475906,
2014,uk,europe,infrastructure,21.48,,-0.39388719,0.80462879,
2015,uk,europe,infrastructure,25.33,,,-0.20032112,
2016,uk,europe,infrastructure,20.200001,,,0.95410377,
2017,uk,europe,infrastructure,13.51,,,0.86893779,
2018,uk,europe,infrastructure,25.42,,,-0.8746525,
2019,uk,europe,infrastructure,35.669998,,,-1.0156907,
2020,uk,europe,infrastructure,34.689999,,,0.3697376,
2021,uk,europe,infrastructure,40.950001,21.469999,,-0.50700122,
2022,uk,europe,infrastructure,37.060001,75.910004,0.19536911,1.0963674,0.43975109
2011,uk,europe,services,,,0.32635638,,
2011,uk,europe,retail,69.690002,29.870001,1.2070739,,
2012,uk,europe,retail,69.690002,29.870001,0.80754316,1.5694143,0.76531798
2012,uk,europe,retail,64.059998,31.629999,0.80754316,1.5694143,0.76531798
2013,uk,europe,retail,64.059998,31.629999,0.22538145,0.93105638,
2013,uk,europe,retail,59.119999,,0.22538145,0.93105638,
2014,uk,europe,retail,59.119999,,0.71991664,0.95233363,
2014,uk,europe,retail,56.43,,0.71991664,0.95233363,
2015,uk,europe,retail,56.43,,0.31361547,-1.6023856,
2015,uk,europe,retail,81.629997,,0.31361547,-1.6023856,
2016,uk,europe,retail,81.629997,,0.1116361,,
2016,uk,europe,retail,,,0.1116361,,
2011,uk,europe,materials,18.33,,,-0.2731657,
2011,uk,europe,materials,16.93,,,-0.2731657,
2012,uk,europe,materials,16.93,,,0.34197858,
2012,uk,europe,materials,15.5,,,0.34197858,
2013,uk,europe,materials,15.5,,,0.029160462,
2013,uk,europe,materials,15.23,,,0.029160462,
2014,uk,europe,materials,15.23,,,0.17578201,
2014,uk,europe,materials,14.89,,,0.17578201,
2015,uk,europe,materials,14.89,,,-0.1074848,
2015,uk,europe,materials,17.280001,,,-0.1074848,
